,review_body,review_date,hotelName,hotelUrl
159,"Pros: a very good location - 5 min walk from the Milan Central Railway Station and 5 min from the Lima Metro station, some rooms are facing a nice gardenCons: extremely hard and narrow beds, mosquitos in the room, a tiny shower, poor breakfast, unfriendly staff speaking little English.The hotel management seems to save money on you instead of earning money","September 26, 2012","2    Charly
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d529115-Reviews-Charly-Milan_Lombardy.html
160,"Good hotel, clean and not that far from city, although the metro is quite near. Only problem I had with hotel, is the fact that if you don't have a laptop, you don't have access to internet. Hotels where they have a computer for the use of the guests, make things much easier. Nearest internet cafe quite far.","August 3, 2012","2    Charly
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d529115-Reviews-Charly-Milan_Lombardy.html
161,"We are a couple and choose the double room with ensuite. We found rhe staff friendly and it to be a great location near the centrale train station and the main shopping street of buenos aires. Free wifi, air con, breakfast included and nice quiet location. Would recommend! ","July 20, 2012","2    Charly
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d529115-Reviews-Charly-Milan_Lombardy.html
162,Poor breakfast. No juice. Fruit stock low. Not amazing quality food. Cold eggs. Lack of staff to ask for help. Reported lack of juice and not replenished. The staff on duty are friendly.The room was big. Nice shower. ,"October 1, 2019","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
163,Good and tidy hotel. Good breakfast. Easy to get to the centre of Milano. Busline 50 to centre other side of the road to hotel stops in front of hotel. To consider u cant buy bustickets in de bus at the hotel you can buy one way tickets for 2 euro. In the centre of Milano you can buy 3 day tickets in tobacco shops for 12 euro.,"August 12, 2019","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
164,"Good, comfortable option with great service and staff, nice food. The hotel is located quite away from the Milan central, in what appears to be a business/office district. It is best reachable by taxi (which are quite expensive in Milan) but also reachable by bus. The hotel offers smooth check-in, check-out experience with excellent staff manning the front desks. They speak good English, are very courteous and eager to make your stay comfortable.The rooms are spacious, comfortable and well equipped for a business stay. You get a wide, comfortable bed, with lots of cushions and a comfortable mattress with neat, clean linen. You get a small, comfortable couch and a working desk. There is a spacious covered wardrobe along with an electronic safe. The room has a nicely equipped mini bar, electric kettle, a work desk and enough space around. The bathroom is good, clean and well appointed.The interiors are quiet and offer good noise insulation from the street outside (except for the occasional sports bike/car vrooms; after all it's Italy).The staff is courteous and helpful. I needed assistance with the door lock, electricity trip-off, an iron and ironing board - all of which was attended to promptly and with a smile.The breakfast buffet spread was also very nice. They have a small splash pool and tables besides it with live radio - making it quite inviting and lively. A lot of office like the Vodafone building, Ericsson, Huawei are all within a walking distance from the hotel making it a convenient option to stay. There is a superstore nearby, also a McDonalds and several more eating places too. Overall, it is a good place to stay and I recommend it highly.","July 29, 2019","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
165,My family and I had a very pleasant stay at the hotel. The rooms and surroundings were clean and well kept. The inclusive breakfast was well spread and tasty too. We'd certainly consider staying here in the future too.,"July 24, 2019","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
166,I stayed there for three nights hotel is clean but very far from city center inly way for new comer to commute is tram its station was not very far but no entertainment no place of interest near by tram is not running all night and expensive to go to airport no good public transportation to airport only taxi,"July 3, 2019","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
167,"Good location, helpful team and a good breakfast. Room comfortable, no need to change towels or toiletries daily though. Would be nice to have information about area, public transport in the room. Lots to see and do in the area, recommend a visit to milan.","May 8, 2019","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
168,"Good value for payed money! Clean, all necessary things are in the room, free parking, good wi-fi and breakfast. To reach Milan you will need to use public transport (tram ~25-30 minutes) as there are a lot of zones traffico limitato in it.","May 3, 2019","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
169,found this hotel close to my families home and was very pleasantly surprised .One very useful facility was the car park on site it can be difficult to park in Milan this was easy and included in the price of the room.,"March 27, 2019","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
170,"Booked standard double room. The room was exactly what I expected given the prce paid for staying 2 nights. Clean and spacious room and bathroom. Modern bathroom. Wifi was included along with free secure parking in the Hotel underground car park. Options for breakfast were good and typical of what would be expected in Italy. Our original room had problems with heating and so was cold on arrival. After letting the reception desk know and them trying to increase the temperature from there end with no success, they moved/upgraded us to a suite room. Reception desk were very helpful in advising us of local restaruarnts to eat at and on the transport routes available to get us into the main centre of Milan. They were also helpful in letting us leave our bags in a secure area after checkout on the last day whilst we explored Milan before driving out of Milan. Very good service and hotel for the price paid. Would recommend to anyone wanting to travel to Milan that doesn't mind travelling to the centre for around 40mins via bus/tram. The No 14 tram located 5 mins walk from the hotel takes you just outside the main sqaure infront of the Duomo.","January 6, 2019","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
171,"very clean hotel with nice design in the rooms. Slight away from the center of city ~40 minutes with tram that is round the corner. The sound insulation within hotel was not so good as you could here everything happening in the corridor. You could also be mistaken that it was your room opened or closed, furthermore the slippers must be requested from the reception !Overall the personnel was very polite and eager to assist. Notice that reception had also tram tickets that was very helpful as the station is near by.","November 23, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
172,"the hotel was close to the office, which was big advantage. The rooms were nice, a standard kind, however, it was but strange, as the key to my room, was broken, so they exchange it, and I have to use the regular keys instead of the card. also my hair dryer did not work.the breakfast was ok, but have experience better.","November 6, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
173,Just near Milan entrance in the middle of a business area.This 4 stars hotel is perfect for a business trip with great rooms and great breakfast.Of course I would not have chosen this hotel for a familly weekend to discover the center or Milan. But for a business trip ,"October 26, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
174,"Stayed here a couple of times recently on Business. Used to be a Holiday Inn but has been taken over by the Chinese owned IH Hotel Group who own a number of Hotels throughout Italy. Fairly Standard Business Hotel with clean modern rooms, decent breakfast (although green beans alongside the bacon and scrambled egg!). Kettle provided in the room to make tea or coffee.Public Transport nearby to take you into the centre of Milan in about 40 minutes.","October 15, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
175,We stayed two nights and at the end of our journey we came back again.Very clean. Personnel extremely helpful especially Valentina at breakfast. As I couldNot eat much due to an allergy she made sure I had a special breackfast,"September 23, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
176,A wonderful one night stay in Milan with our family. Our connecting rooms were clean and comfortable. Best of all was the safe underground parking. Location conveniently near a bus stop. Would definitely recommend. ,"August 21, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
177,"By price, this hotels can give you better offer than other, similar Milan Hotels, because of the distance from downtown and attraction level around the Hotel. I mean, on foot, not so much to see around the Hotel as it's more like an outskirt office area of the city. There is a tram (Nr. 14) goes to downtown (Duomo) 21 stations, fro the single price of EUR 1.5 (Bigletto urbano - you can by at near kiosk, but not at the station). Hotel was fine, nicely furnitured, even the extra bed (couch) was with one affordable matrace built in. The air condition setting fixed, could not really set and turning off seemed to be impossible. And it was a bit noisy during the night.Cleaning service was excellent and kind. Breakfast with wide variation of cakes and excellent fresh pastries was fine. Capuccino and omlet - extra charge - it's a pitty. Reception desk, check in, check out was smooth and proper. Parking is free (regular price could be from EUR 16/day in Milan) inside the undergound garage. Perosnally some spa and fitness opportunities were missing for me.","August 17, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
178,Visited on 14th of July. We are in now Itlay. No adapter. They had switch gor adapter. Other country’s hotels offered sdaptrr and iron. No cream. No iron. Receptionist was not even nice. Room was big and clean.Breakfast was ok too.,"July 14, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
179,"Location of hotel is OK. Bus stop or tram station are only a few minutes by walking. You can arrive in 30 minutes, from the hotel to center of Milano. Room is very comfortable: Clean and big room, there is no carpet, no dust, big and comfort bed, good tv, etc. Shower and toilet are clean and good.Reception was good and they try to help you. All of the employees are good. Breakfast is very good, there are olive also!","June 20, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
180,"good hotel outside the centre of Milan ( about 10 minutes by taxi from the centre ). Staff friendly and helpful, rooms good and well equipped ( TV signal not great ) comfy bed and good shower. Breakfast good selection although the ""English Breakfast"" was not great.Overall good hotel just outside the centre of Milan.","June 17, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
181,"I have used the hotel for bussiness purposes - so I can not say anything bad about the location, which is a bit outside the center of the city. However, with the tram that runs in front of the hotel, the city center is easy to reach. Good if you travel by car as the hotel has underground parking which was for free.The internet connection of excellent.The room that I booked (superior one) was spacious and comfortable. Breakfast was fine - with good choises, but nothing extraordinary.","June 8, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
182,"Nice hotel with a very good breakfast. A pity the bar closes already at 22:00, a bar with snacks should be open until midnight. Rooms where clean with a shower. Was there for business. Also the environment was nice for a short walk.","April 22, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
183,"This hotel is almost perfectly situated from my work here in Milan. The office is within easy walking distance, so I would not stay anywhere else. The rooms are great, large, comfortable, very clean and tidy. Bathroom good with all the facilities you could wish for. Staff are consistently good (this is not my first visit) and some very friendly and funny. Restaurant great for breakfast, but not so great in the evenings. If I was here on a holiday or with friends I would probably want to go out, but on my own, on a business trip, I just want some food in semi decent surroundings. Which you almost get.","April 12, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
184,This hotel is a nice place to stay in Milano. The bad thing about this hotel is far from city center. But it is easy to go city center by bus or tram. The last stops of tram 14 across the street which goes to Duomo. The bus 50 which stops in front of the hotel goes to Sforza castle. Rooms are clean and wide. Breakfast is so so. ,"February 24, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
185,"Hotel was good enough considering our short stay , this is more of a business hotel and it is not a close to get to turist áreas , however considering the dates we travel was the only one we could get with decent rate","January 3, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
186,"Room - ok: new, spacious, nice and clean. Breakfast - poor. Also not enough glasses/plates/cups provided, compared to a number of guests coming down for breakfast. So you can literally find yourself having no plate or a cup, and when you ask - they will bring you a plastic one!:)Location - far from centre but well communicated.Uber to the City Centre ~25eurTram no #64 takes you directly to the DuomoBus #50 takes you to Castello Storzesco and Metro","January 2, 2018","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
187,"This HOTEL is very good and the staff is helpfull. The breakfast is amazing. Congratulations for all services and for support. The only disadvantage is the location , is very far from the center. We are satisfied for your staying. ","December 5, 2017","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
188,"I have stayed 4 or 5 times in the second half of 2017 for business purposesThe staff are all friendly and helpful. The rooms are big, clean and recently refurbished, the only issue if someone moves furniture in the room above it rattles the whole room, some soft pads on the chair and bed legs would not go a miss.and if you get a room opposite the lift it will be a bit to noise.","November 20, 2017","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
189,"it was a pleasant stay , the rooms were nice and clean , the reception staff very friendly , the breakfast was very poor , always need to ask for croissants because they were never on the table , the staff were rude , never say good morning or anything ....besides that it is a nice hotel !","October 28, 2017","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
190,"Large and well equipped, very comfortable room, good breakfast selection. Quiet and close to the business district, not too far from good restaurants for evenings out.Definitely a place to consider to come back to Milan.","October 11, 2017","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
191,"Business travelers require a clean hotel,a comfortable bed,good wifi signal,fresh towels and a somewhat multilingual staff. That's Lorenteggio.Modern,fresh efficient. Decent breakfast.You will never fall in love with it,consider it as a good business deal.You get what you pay for.At €95 per night,for Milan,during fashion week,the rate was exceptional.","September 22, 2017","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
192,Stayed here for 2nights. The reception team were so courteous and very helpful. I called earlier about directions to the hotel from Linate airport and their suggestions about options helpful. The area is quiet. There's a MacD not far off. A shopping mall is about 1.5 - 2miles away. I liked my room. Spotlessly clean and comfy beds. Spacious rooms. Sweet smelling corridors. Very friendly staff from reception team to house keeping staff. Complimentary tea and coffee provided in rooms plus kettle. Ironing facility available on request. A very good ribs restaurant about a Km from the hotel.,"August 30, 2017","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
193,"A nice place for the money. Staff was very friendly and helpful. Rooms were clean and quiet. Not a lot of extra amenities but for the price, an excellent choice. Breakfast was included and had a great spread every morning. Very easy to get on a bus that goes straight to city center. Would stay here again.","August 1, 2017","3    iH Hotels Milano Lorenteggio
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d202838-Reviews-IH_Hotels_Milano_Lorenteggio-Milan_Lombardy.html
194,"Lorenzo contacted me by e-mail a few weeks prior the stay. Then he contacted me by Whatsapp offering help to arrive from the train station. Then he provided instructions on how to get there. He was waiting for us with a smile and showed us the premises. This place is amazing. There are 2 departments sharing a kitchen and a living room in each floor, in a traditional Milan old house converted to modern apartments very nicely decorated. Minibar is full and included. Kitchen has fruits, cereal, cookies, wine and other adult beverages included.Facilities are clean... really clean. Lorenzo could not be more helpful.Breakfast is included in a restaurant a couple of places down the street. Location is great. Walking distance from main attractions in Milan. ","September 15, 2019","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
195,We find something with our budget. First we think the serie8and quality was not be ok. But we find the best service as a new thing.best experience for us as a new in Milan. The staff service also better they provided us good information from the reception. They organized car with cheaper price to visit city tour in Milan. ,"July 10, 2019","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
196,"Your host Lorenzo is exactly that very energetic he ensures your comfort and wants are fulfilled, often topping up the fruit bowl or fridge with fresh supplies. Awesome stay I can highly recommend this B & B you won’t be disappointed. Great location. ","June 10, 2019","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
197,"Energetic host Lorenzo owns three apartments that he has converted to B&Bs. This one features two guest rooms, a living/dining area, fully-stocked kitchen, great wi-fi (Lorenzo is a software engineer so he made sure the wifi works!), and all the drinks, snacks, fruit, and other edibles/imbibibles that you could ever desire. Staying here truly felt like my husband and I had our own place in Milan--the first night we were on our own, the second night there were other guests but we never saw them). The location is perfect for a scenic walk to the Brera, the Galleria, the Duomo, La Scala, Porta Nova, and all the other tourist attractions near the center, including--of all things--a giant Starbucks emporium that displays Howard Schultz's hubris (the coffee is the same as in the States, not in the same league as Italian coffee). As for the Breakfast part of this B&B, you can rustle up your own at the flat or use the vouchers Lorenzo dispenses for cappucini and cornetti at a small bar a few steps away. Finally: Lorenzo is most helpful arranging transport to the airport and recommending good restaurants. He even helped me find a good hairdresser.","May 31, 2019","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
198,"We stayed at Moscova Luxury B&B recently for 3 nights. Lorenzo is a great host, super friendly and helpful and his accommodation is great. He’s thought of everything. The free drinks and snacks are a definite bonus to this place, as is the location. The B and B is spotless and cleaned every day. Perfect for a city break in a beautiful place. Thank you Lorenzo, we had a wonderful stay. ","March 26, 2019","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
199,A must stay in Milan.Lorenzo was an amazing host checking that everything was ok nothing was too much trouble for him.Lovely clean apartment with such a variety of things to eat and drink the effort and thought that our host put into our stay was fantastic.Also the apartment was perfectly positioned.Thank you so much Lorenzo we will certainly be coming to stay again.,"February 12, 2019","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
200,"We had best time! Appartment is wonderful and in a great location. Lots of great food, wine and coffee to enjoy. Great host as well.couldnt ask for anything more.everything was spotless and of the highest quality. Fresh fruit available and juicer, 3 types of coffee machine, packed fridge and wine rack. What more could you ask for.","October 26, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
201,"This B&B is in a lovely building, is spotlessly clean, situated in a great (central) location and has so many thoughtful touches, it really is home from home. The room itself has a fully stocked mini fridge, little extras like a new toothbrush should you forget one & is beautifully designed. The bathroom area is a lovely space (it’s not big but it’s perfectly formed) with a large waterfall shower. The breakfast consists of coffee, croissant & orange juice as provided by the local cafe and is a nice way to start your day Italian style.There is also a lovely shared lounge and kitchen space which was great to come back to even after I had left my actual room as I was able to relax, make myself a cup of tea & sit and charge my phone. It’s a real home from home in a stunning Milanese building.I can not fault this lovely B&B which is so much more than that thanks to the host, the delightful Lorenzo who is so helpful and friendly. I wouldn’t want to stay anywhere else when in Milan!","October 24, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
202,"A wonderful surprise Home Apartments in the heart of Milan with all best qualities for a comfortable and enjoyable stay!Noone can complains choosing Moscova as the owner is an amazing guy ready to help you for everything you like to know.All facilities needed and even more than that you may find in the kitchen area,in the living room area and also in the bathroom.It feels like home and you really feel like going to your luxury apartment that you have in Milan.Excellent!!!","October 15, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
203,"If i could give this higher than 5 stars, I would. Our experience with Lorenzo and Moscova Luxury B&B Milano was simply amazing. The B&B was beautifully decorated with all of the touches of home one could ask for when traveling abroad. Lorenzo thought of everything, from fruits, coffee, wine & beer, snacks and any amenity you might need. He was also extremely accommodating and happy to help with recommendations or reservations. I highly suggest Moscova if you are looking for accommodations in Milan. I would certainly come back here again!","September 17, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
204,"Moscova is a fantastic B&B conveniently located walking distance to central Milan. Lorenzo has done an amazing job of decorating the apartment with funky stylish artifacts and thought of every detail imaginable for the traveler's comfort. He was a joy to deal with, offering us helpful restaurant tips and incredibly responsive. Staying at Moscova turned our Milan stop into a highlight.","August 31, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
205,Lorenzo was very helpful and had paid a lot of attention to the small details that make you stay a very pleasant one. I loved the room and the generous supply of snacks and coffee in the property. Highly recomendable ,"August 30, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
206,"Everything about our stay here was wonderful! Our host Lorenzo was always available to provide us with tips for restaurants, transport options etc and was always happy to answer any of our queries. Our bedroom was comfortable, spotlessly clean and well equipped with everything you could possibly need for an overnight stay. Complimentary fresh fruit, water, wine and beer was always available in the stylish shared kitchen/ sitting area. Our apartment was located in an excellent location within easy walking distance of the city centre. There were 2 metro stations close by, as well as numerous restaurants. We would definitely stay here again if we returned to Milan!","August 27, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
207,"Very nice flat in the center of Milano. Everything was perfect and Lorenzo is a very good person ! Very clean bedroom with everything you need ...Next time, it’s sure, I’ll stay here but more than one night ","August 7, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
208,"The apartment is in a great area just outside the centre and within walking distance of shops and restaurants.Lorenzo is a great host with excellent communication, he advised us where to eat locally and places to see in Milan itself The facilities were good with air-con, a fully stocked fridge ( food,beer,water ) and free wine if you wanted, all included in the rate .We also took advantage of the local parking for the car , also included in the rate ! ( you don’t need one in Milano ) Enjoyable three night stay Thanks Lorenzo ","July 21, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
209,"We had a really nice stay in this bed and breakfast which is perfectly located (10 min walk to the duomo and really nice neighbourhood). Thanks to Lorenzo (the host) who gave us a very warm welcome and the best tips and avices about the places not to miss in the city. The rooms are clean, very well decorated, with large bathroom and comfy bed. The fridge was full of free snacks and there is large choice of wine and fresh fruits in the kitchen.The breakfast is included in the price and is in the bar right under the apartment.There is also a free parking really close to the bed and breakfast (a rare thing in Milano).We'll come back for sure ! ","June 14, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
210,"Unfortunately had only one night in this beautiful B&B in the Milan city center. Lorenzo was an excellent host with great communication and went out of his way to make us feel comfortable - including calling a taxi for us on our way out of town. We had one room within a two-room flat with common sitting area and kitchen. It is nicely done with everything you would need for your stay. (Toothbrush, power charging station, and so many more fine touches). How nice that everything is complementary, including the juice and water in the fridge as well as small snacks and wine. This property is centrally located so you can walk one way to main tourist sites such as the Duomo and Opera House and another direction to the new part of the city with shopping centers and modern buildings. Excellent Wifi. Smart TV including access to Amazon Prime video and Netflix.","April 19, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
211,The rooms are all perfect! The place is adoráble. Best place to stay in Milan. Brera neighborhood. Near two metro stations! Supermarket just in front! Very good restaurants nearby. Best location! Lorenzo is the best hostess and helped us with everything we needed. No need to look for another place to stay in Milan,"February 21, 2018","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
212,Stayed for two wonderful days in this amazing B&B. Lorenzo was very easy to contact and nothing was to much trouble. The pictures don't do it justice everything is designer furniture and there are so many extras added in. The area is an extremely nice area of Milan and because it is in a secure complex felt very safe. Would thoroughly recommend Lorenzo's luxury B&B to anyone!!,"September 29, 2017","4    Moscova Luxury B&B
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d12231338-Reviews-Moscova_Luxury_B_B-Milan_Lombardy.html
213,"What a beautiful place to stay! My friend and I had plenty of space and found everything we could have needed for our weekend stay at Suitime. The apartment was immaculate, quiet and well located-close to the Last Supper, the metro and the canals. The staff were incredibly helpful and friendly, with recommendations for our stay throughout. The apartment and area felt very safe and secure. We will definitely return!","August 18, 2019","5    Suitime Milano
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g187849-d2541598-Reviews-Suitime_Milano-Milan_Lombardy.html
